index,url,yt_url,title
162,0162-large.html,https://www.youtube.com/watch?v=G4hL5Om4IJ4,"Jim Keller: The Future of Computing, AI, Life, and Consciousness | Lex Fridman Podcast #162"
163,0163-large.html,https://www.youtube.com/watch?v=ifX_JnBfxTY,"Eric Weinstein: Difficult Conversations, Freedom of Speech, and Physics | Lex Fridman Podcast #163"
165,0165-large.html,https://www.youtube.com/watch?v=YJWPowbCK_I,"Josh Barnett: Philosophy of Violence, Power, and the Martial Arts | Lex Fridman #165"
168,0168-large.html,https://www.youtube.com/watch?v=zNdhgOk4-fE,"Silvio Micali: Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum | Lex Fridman Podcast #168"
169,0169-large.html,https://www.youtube.com/watch?v=VHg9sfOzBbY,Ryan Hall: Solving Martial Arts from First Principles | Lex Fridman Podcast #169
170,0170-large.html,https://www.youtube.com/watch?v=Iuven0crywo,Ronald Sullivan: The Ideal of Justice in the Face of Controversy and Evil | Lex Fridman Podcast #170
172,0172-large.html,https://www.youtube.com/watch?v=UOEpe17nPhE,Ryan Schiller: Librex and the Free Exchange of Ideas on College Campuses | Lex Fridman Podcast #172
173,0173-large.html,https://www.youtube.com/watch?v=mDyBbGCiBUU,"Nic Carter: Bitcoin Core Values, Layered Scaling, and Blocksize Debates | Lex Fridman Podcast #173"
174,0174-large.html,https://www.youtube.com/watch?v=7Grseeycor4,Tyler Cowen: Economic Growth & the Fight Against Conformity & Mediocrity | Lex Fridman Podcast #174
175,0175-large.html,https://www.youtube.com/watch?v=dmVqpx4YOY4,Yannis Pappas: History and Comedy | Lex Fridman Podcast #175
176,0176-large.html,https://www.youtube.com/watch?,Robert Breedlove: Philosophy of Bitcoin from First Principles | Lex Fridman Podcast #176
177,0177-large.html,https://www.youtube.com/watch?v=CY_LEa9xQtg,Risto Miikkulainen: Neuroevolution and Evolutionary Computation | Lex Fridman Podcast #177
179,0179-large.html,https://www.youtube.com/watch?v=fIPxfzfOTxk,Georges St-Pierre: The Science of Fighting | Lex Fridman Podcast #179
180,0180-large.html,https://www.youtube.com/watch?v=USnqkUAr_3w,Jeremi Suri: History of American Power | Lex Fridman Podcast #180
181,0181-large.html,https://www.youtube.com/watch?v=TPXTmVdlyoc,"Sergey Nazarov: Chainlink, Smart Contracts, and Oracle Networks | Lex Fridman Podcast #181"
183,0183-large.html,https://www.youtube.com/watch?v=6z1JwZbX4dQ,"Po-Shen Loh: Mathematics, Math Olympiad, Combinatorics & Contact Tracing | Lex Fridman Podcast #183"
184,0184-large.html,https://www.youtube.com/watch?v=85F0FDsPHf8,"Katherine de Kleer: Planets, Moons, Asteroids & Life in Our Solar System | Lex Fridman Podcast #184"
186,0186-large.html,https://www.youtube.com/watch?v=1YbcB6b4A2U,Bryan Johnson: Kernel Brain-Computer Interfaces | Lex Fridman Podcast #186
187,0187-large.html,https://www.youtube.com/watch?v=LDTe8uFqbws,"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life & Aliens | Lex Fridman Podcast #187"
189,0189-large.html,https://www.youtube.com/watch?v=jhKZIq3SlYE,David Sinclair: Extending the Human Lifespan Beyond 100 Years | Lex Fridman Podcast #189
190,0190-large.html,https://www.youtube.com/watch?v=tue,Jordan Ellenberg: Mathematics of High-Dimensional Shapes and Geometries | Lex Fridman Podcast #190
191,0191-large.html,https://www.youtube.com/watch?,Daniel Schmachtenberger: Steering Civilization Away from Self-Destruction | Lex Fridman Podcast #191
193,0193-large.html,https://www.youtube.com/watch?v=cuD9uNFXnU8,Rob Reid: The Existential Threat of Engineered Viruses and Lab Leaks | Lex Fridman Podcast #193
195,0195-large.html,https://www.youtube.com/watch?v=CGAvsmokB4c,Clara Sousa-Silva: Searching for Signs of Life on Venus and Other Planets | Lex Fridman Podcast #195
196,0196-large.html,https://www.youtube.com/watch?v=usDqSEKDVsA,Yeonmi Park: North Korea | Lex Fridman Podcast #196
197,0197-large.html,https://www.youtube.com/watch?v=n2RcVEftY48,"Jocko Willink: War, Leadership, and Discipline | Lex Fridman Podcast #197"
198,0198-large.html,https://www.youtube.com/watch?v=-tDQ74I3Ovs,Sara Walker: The Origin of Life on Earth and Alien Worlds | Lex Fridman Podcast #198
199,0199-large.html,https://www.youtube.com/watch?v=Udh22kuLebg,Roger Reaves: Smuggling Drugs for Pablo Escobar and the Medellin Cartel | Lex Fridman Podcast #199
200,0200-large.html,https://www.youtube.com/watch?v=R5rNoV1Qy_Q,Michael Malice: Totalitarianism and Anarchy | Lex Fridman Podcast #200
201,0201-large.html,https://www.youtube.com/watch?v=tm7poMupE8k,Konstantin Batygin: Planet 9 and the Edge of Our Solar System | Lex Fridman Podcast #201
